Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,Top_10_Moves,Is_Capture
c6d4,c6,d4,n,P,0,"['c6d4', 'd5d6', 'e7e5', 'f7f6', 'e7e6', 'a7a6', 'd5d7', 'd5e4', 'f5g4', 'd5a5']",1
d5d4,d5,d4,q,N,0,"['d5d4', 'd5e5', 'd5c5', 'e7e6', 'h8g8', 'g7g5', 'a7a5', 'd5d7', 'h7h6', 'c7c6']",1
d8d4,d8,d4,r,Q,0,"['d8d4', 'e7e6', 'f5d3', 'a7a6', 'f5c2', 'a7a5', 'b7b6', 'e7e5', 'f5g4', 'f7f6']",1
d4a4,d4,a4,r,,0,"['d4a4', 'd4e4', 'd4d7', 'd4d8', 'd4d6', 'd4d5', 'd4b4', 'd4h4', 'e7e5', 'c7c5']",1
c8b8,c8,b8,k,,0,"['e7e6', 'f5d7', 'a7a6', 'g7g6', 'h7h6', 'c7c6', 'a7a5', 'e7e5', 'b7b6', 'f5e4']",1
e7e5,e7,e5,p,,0,"['b8c8', 'c7c6', 'g7g6', 'f5c8', 'c7c5', 'e7e5', 'a4a5', 'a7a6', 'a7a5', 'h7h6']",1
f5c8,f5,c8,b,,0,['f5c8'],1
a4a5,a4,a5,r,,0,"['a4g4', 'a4a5', 'a4a6', 'f7f5', 'f7f6', 'c7c6', 'g7g6', 'a7a6', 'g7g5', 'a4f4']",1
f8c5,f8,c5,b,,0,"['f8a3', 'b7b6', 'f8c5', 'b7b5', 'f8e7', 'f8d6', 'f8b4', 'e5e4', 'a7a6', 'c7c6']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d8b6', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'a7a6', 'e7e6', 'c6c5', 'f7f5', 'h7h6']",1
g8f6,g8,f6,n,,0,"['c8f5', 'd8b6', 'g8f6', 'e7e6', 'h7h6', 'c8e6', 'c8g4', 'g7g6', 'a7a6', 'b8d7']",1
d8b6,d8,b6,q,,0,"['d8b6', 'c8f5', 'f6h5', 'c8e6', 'e7e6', 'a7a6', 'c8g4', 'h7h6', 'b7b6', 'f6e4']",1
b8d7,b8,d7,n,,0,"['c8f5', 'f6h5', 'h7h6', 'a7a6', 'b8a6', 'c8e6', 'c6c5', 'c8g4', 'b8d7', 'a7a5']",1
e7e6,e7,e6,p,,0,"['f6h5', 'b6d8', 'e7e6', 'g7g6', 'a7a6', 'c6c5', 'b6a5', 'a7a5', 'f6e4', 'h8g8']",1
f8b4,f8,b4,b,,0,"['f6h5', 'b6d8', 'g7g6', 'b6b4', 'b6a5', 'a7a6', 'c6c5', 'f8a3', 'h7h6', 'f8e7']",1
b4c3,b4,c3,b,,0,"['e8g8', 'c6c5', 'f6h5', 'b4c3', 'h7h6', 'b6d8', 'g7g6', 'b6a5', 'd7f8', 'b4e7']",1
h7h5,h7,h5,p,,0,"['h7h6', 'a7a5', 'e8g8', 'b6a5', 'a7a6', 'c6c5', 'g7g6', 'b6b4', 'f6h5', 'b6d8']",1
d7f8,d7,f8,n,,0,"['a7a5', 'b6a5', 'c6c5', 'a7a6', 'e8g8', 'b6b4', 'g7g6', 'h5h4', 'e8e7', 'f6g8']",1
h8g8,h8,g8,r,,0,"['b6a5', 'f8d7', 'c6c5', 'h8g8', 'c8d7', 'b6b4', 'a7a5', 'f6d7', 'h5h4', 'f8h7']",1
f8h7,f8,h7,n,,0,"['f8d7', 'f8h7', 'c6c5', 'f6d7', 'f6h7', 'g7g6', 'a7a6', 'b6d8', 'f6e4', 'e8e7']",1
h7g5,h7,g5,n,N,0,"['h7g5', 'g7g6', 'h7f8', 'g8h8', 'h5h4', 'c8d7', 'f6d7', 'f6g4', 'a7a5', 'a7a6']",1
f6e4,f6,e4,n,,0,"['c8d7', 'c6c5', 'a7a5', 'b6c7', 'b6a5', 'g8h8', 'h5h4', 'b6d8', 'b6b4', 'f6d7']",1
d5e4,d5,e4,p,B,0,"['d5e4', 'g8h8', 'f7f6', 'b6a5', 'e8f8', 'b6c7', 'g7g6', 'b6a6', 'g8f8', 'c3d4']",1
b6c7,b6,c7,q,,0,"['b6c7', 'g8f8', 'g7g6', 'c6c5', 'a7a6', 'e8f8', 'a7a5', 'b6d8', 'c3a1', 'c3e1']",1
c8d7,c8,d7,b,,0,"['c6c5', 'b7b5', 'a7a5', 'b7b6', 'g8f8', 'g7g6', 'e8f8', 'g7g5', 'a8b8', 'a7a6']",1
d7d5,d7,d5,p,,0,"['g7g6', 'e7e5', 'd7d5', 'c7c5', 'c7c6', 'e7e6', 'b7b6', 'g8f6', 'a7a6', 'a7a5']",1
c7c5,c7,c5,p,,0,"['g8f6', 'e7e5', 'b8c6', 'c7c6', 'c7c5', 'e7e6', 'b8d7', 'g7g6', 'a7a6', 'h7h5']",1
b8c6,b8,c6,n,,0,"['e7e5', 'b8c6', 'a7a6', 'g7g6', 'c8f5', 'h7h6', 'g8f6', 'd8c7', 'b7b6', 'g8h6']",1
g8f6,g8,f6,n,,0,"['e7e5', 'g7g6', 'g8f6', 'c8f5', 'b7b6', 'h7h6', 'c8d7', 'a7a6', 'e7e6', 'f7f6']",1
e7e5,e7,e5,p,,0,"['h7h6', 'c8f5', 'h7h5', 'g7g6', 'e7e5', 'b7b6', 'd8c7', 'a7a6', 'e7e6', 'b7b5']",1
f8d6,f8,d6,b,,0,"['f8e7', 'f8d6', 'c8e6', 'f6d7', 'h7h6', 'g7g6', 'h7h5', 'd8c7', 'a7a5', 'b7b6']",1
c8e6,c8,e6,b,,0,"['c8d7', 'e8g8', 'h7h6', 'c8e6', 'a7a5', 'b7b5', 'a8b8', 'b7b6', 'd8e7', 'd8b6']",1
e8g8,e8,g8,k,,0,"['e8g8', 'a7a5', 'd6c7', 'd8d7', 'h7h6', 'd5d4', 'b7b5', 'h7h5', 'a8c8', 'd8e7']",1
d8c7,d8,c7,q,,0,"['d5d4', 'f6d7', 'a7a5', 'f8e8', 'd6c7', 'a8c8', 'd8d7', 'd8e7', 'd8c7', 'd8c8']",1
f6e8,f6,e8,n,,0,"['d5d4', 'f8e8', 'f6e8', 'a8d8', 'b7b5', 'a8e8', 'g7g6', 'f8d8', 'a7a6', 'a8b8']",1
f7f5,f7,f5,p,,0,"['a7a5', 'b7b5', 'g7g6', 'a8b8', 'g8h8', 'd5d4', 'a8c8', 'e8f6', 'd6e7', 'f7f6']",1
e6f5,e6,f5,b,N,0,"['a8d8', 'a7a5', 'e6f5', 'b7b5', 'a8c8', 'f8f7', 'e6d7', 'a7a6', 'a8b8', 'c7d8']",1
f8f5,f8,f5,r,P,0,"['f8f5', 'a8d8', 'b7b6', 'g8h8', 'a7a5', 'd6e7', 'a7a6', 'c7f7', 'c6e7', 'c7d8']",1
c7f7,c7,f7,q,,0,"['f5f6', 'c6e7', 'c7f7', 'f5f8', 'f5f7', 'c7c8', 'c7d7', 'f5f2', 'g7g6', 'c7b6']",1
h7h5,h7,h5,p,,0,"['d6e7', 'f5f6', 'c6e7', 'b7b5', 'a7a6', 'a8d8', 'f5h5', 'g7g6', 'h7h6', 'd6c7']",1
d5d4,d5,d4,p,,0,"['d6e7', 'd5d4', 'e8c7', 'f5f6', 'a7a6', 'g8h7', 'b7b5', 'a7a5', 'd6f8', 'b7b6']",1
f5f4,f5,f4,r,,0,"['f5f6', 'f5f4', 'c5c4', 'f5g5', 'c6b4', 'c6e7', 'd6e7', 'f7e7', 'f7f6', 'a7a5']",1
b7b5,b7,b5,p,,0,"['b7b5', 'a7a5', 'd6e7', 'h5h4', 'd6f8', 'd6c7', 'a7a6', 'b7b6', 'g8h7', 'f4h4']",1
a7a5,a7,a5,p,,0,"['a7a5', 'a8b8', 'd6e7', 'g8h7', 'e8c7', 'a8c8', 'd6f8', 'h5h4', 'a8d8', 'a7a6']",1
a5a4,a5,a4,p,,0,"['a8a7', 'h5h4', 'e8c7', 'a8b8', 'f7e7', 'a8a6', 'g8h7', 'f4h4', 'f7f6', 'd6e7']",1
a4b3,a4,b3,p,P,1,"['d6e7', 'b5b4', 'f7a7', 'e8c7', 'a4b3', 'g8h7', 'h5h4', 'd6f8', 'f4f6', 'c6d8']",1
c6b4,c6,b4,n,,1,"['b5b4', 'c6a5', 'e8c7', 'f4f6', 'a8a7', 'c6d8', 'd6e7', 'f7e7', 'c6b4', 'f7a7']",1
b4c6,b4,c6,n,,0,"['b4a6', 'b4c6', 'f7a7', 'f4f6', 'c5c4', 'g8h8', 'g8h7', 'e8c7', 'f7b7', 'f7f8']",1
c6a5,c6,a5,n,,0,"['b5b4', 'd6e7', 'e8c7', 'd6f8', 'h5h4', 'c6d8', 'g8h7', 'a8a7', 'f4f6', 'a8b8']",1
c5c4,c5,c4,p,,0,"['b5b4', 'e8c7', 'a8a7', 'g8h7', 'd6f8', 'd6e7', 'a5c6', 'a5b7', 'h5h4', 'e8f6']",1
b5c4,b5,c4,p,P,0,"['b5b4', 'd6a3', 'a5b3', 'b5c4', 'd4d3', 'd6b4', 'e8c7', 'd6f8', 'a5c6', 'a5b7']",1
g8h8,g8,h8,k,,0,"['a5b3', 'g8h7', 'd6b4', 'g8h8', 'd6a3', 'a5b7', 'd6c7', 'f4f6', 'g8f8', 'f7e7']",1
a8a5,a8,a5,r,N,0,"['d6a3', 'a8a5', 'f7a7', 'd4d3', 'h5h4', 'e8c7', 'd6e7', 'd6c7', 'f7e7', 'f4f6']",1
f7a7,f7,a7,q,,0,"['a5a3', 'f7f6', 'f7f8', 'f7a7', 'f7d7', 'f7c7', 'f7e7', 'f7b7', 'd6a3', 'f4f3']",1
a5a4,a5,a4,r,P,1,"['a5a4', 'f4f8', 'd6b4', 'd6e7', 'h5h4', 'd6c5', 'e8f6', 'f4f7', 'a7c7', 'a7b7']",1
a7a4,a7,a4,q,P,1,"['f4g4', 'a7a4', 'a7d7', 'h5h4', 'd6b4', 'd6e7', 'g7g6', 'd4d3', 'g7g5', 'a7e7']",1
f4f7,f4,f7,r,,0,"['d6e7', 'd6b4', 'd6a3', 'a4a5', 'a4a8', 'd6f8', 'a4b4', 'd4d3', 'a4a7', 'f4f6']",1
c7c5,c7,c5,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
b8c6,b8,c6,n,,0,"['g8f6', 'b8c6', 'd7d6', 'e7e6', 'a7a6', 'g7g6', 'h7h5', 'a7a5', 'h7h6', 'b7b6']",1
c6d4,c6,d4,n,P,0,"['c5d4', 'c6d4', 'f7f5', 'd8b6', 'g8f6', 'd7d5', 'e7e6', 'd7d6', 'd8a5', 'g7g6']",1
c5d4,c5,d4,p,N,0,"['c5d4', 'g8f6', 'd8a5', 'g7g6', 'h7h5', 'd8b6', 'd7d5', 'e7e5', 'a8b8', 'b7b5']",1
g8f6,g8,f6,n,,0,"['b7b6', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'h7h6', 'h7h5', 'f7f6', 'd8a5', 'd8b6']",1
e7e6,e7,e6,p,,0,"['e7e6', 'd7d6', 'a7a6', 'f6g4', 'd8b6', 'h7h5', 'd8c7', 'b7b5', 'h7h6', 'd8a5']",1
f8e7,f8,e7,b,,0,"['a7a6', 'b7b5', 'd8a5', 'd8c7', 'h7h6', 'a7a5', 'f8b4', 'f8e7', 'd8b6', 'd8e7']",1
e8g8,e8,g8,k,,0,"['d8a5', 'a7a6', 'd8b6', 'h7h6', 'd7d6', 'd7d5', 'b7b5', 'e8g8', 'd8c7', 'a8b8']",1
d8c7,d8,c7,q,,0,"['d7d5', 'd7d6', 'h7h6', 'f6e8', 'f8e8', 'b7b6', 'f6g4', 'f6d5', 'd8b6', 'f6h5']",1
f8d8,f8,d8,r,,0,"['f6g4', 'h7h6', 'd7d6', 'c7c5', 'a7a5', 'e7d6', 'c7d6', 'c7b6', 'e6e5', 'g8h8']",1
f6d5,f6,d5,n,,0,"['e7c5', 'h7h6', 'c7a5', 'b7b5', 'd7d5', 'h7h5', 'c7c6', 'a7a6', 'b7b6', 'a7a5']",1
e7g5,e7,g5,b,B,0,"['e7g5', 'd7d6', 'f7f6', 'c7c3', 'd8e8', 'e7b4', 'c7a5', 'c7b6', 'd8f8', 'e7c5']",1
d7d6,d7,d6,p,,0,"['a7a6', 'd7d5', 'c7a5', 'g5e7', 'd7d6', 'c7b8', 'g7g6', 'c7b6', 'a8b8', 'h7h6']",1
c7b6,c7,b6,q,,0,"['c7c5', 'c7d7', 'c7a5', 'c7e7', 'd6e5', 'c7b6', 'c7b8', 'd6d5', 'd8d7', 'c7c6']",1
a7b6,a7,b6,p,Q,0,"['a7b6', 'f7f5', 'd6d5', 'c8d7', 'g7g6', 'a8b8', 'h7h6', 'd8d7', 'g8h8', 'h7h5']",1
g5e7,g5,e7,b,,0,"['g5f4', 'f7f5', 'a8a4', 'g5e7', 'g7g6', 'h7h6', 'h7h5', 'c8d7', 'g8f8', 'a8a7']",1
d8d2,d8,d2,r,,0,"['c8b7', 'd8f8', 'd8d7', 'd8d4', 'd8d2', 'f7f5', 'd8e8', 'd8d5', 'e7f8', 'a8a4']",1
a8b8,a8,b8,r,,0,"['a8b8', 'e7d6', 'a8a4', 'a8a6', 'c8a6', 'd2d6', 'g8f8', 'h7h6', 'h7h5', 'b6b5']",1
f7f6,f7,f6,p,,0,"['b8a8', 'c8b7', 'f7f6', 'g8f8', 'e7h4', 'h7h6', 'c8d7', 'e7d6', 'e7f8', 'h7h5']",1
g8f8,g8,f8,k,,0,"['e7d6', 'c8b7', 'f6e5', 'c8d7', 'g8f8', 'e7f8', 'g7g5', 'g8h8', 'b8a8', 'h7h6']",1
d2f2,d2,f2,r,R,0,"['e7d6', 'd2f2', 'f6e5', 'd2d3', 'b8b7', 'c8d7', 'b8a8', 'b6b5', 'f6f5', 'f8g8']",1
c8d7,c8,d7,b,,0,"['b6b5', 'c8d7', 'g7g5', 'c8b7', 'h7h5', 'e7d6', 'f6e5', 'h7h6', 'g7g6', 'b8a8']",1
b8a8,b8,a8,r,,0,"['b8a8', 'b8d8', 'd7c6', 'g7g6', 'f6e5', 'h7h5', 'f8g8', 'h7h6', 'b6b5', 'e7d8']",1
a8a5,a8,a5,r,,0,"['a8a4', 'a8a5', 'a8d8', 'f6e5', 'd7c6', 'h7h6', 'g7g5', 'h7h5', 'a8a7', 'd7a4']",1
a5b5,a5,b5,r,,0,"['a5a7', 'e7c5', 'a5a8', 'a5d5', 'a5a4', 'a5a6', 'f8g8', 'f6e5', 'a5c5', 'f8f7']",1
d7c6,d7,c6,b,,0,"['b5d5', 'e7c5', 'f6e5', 'd7c6', 'd7e8', 'e7d8', 'f6f5', 'f8f7', 'f8e8', 'g7g5']",1
b5d5,b5,d5,r,,0,"['b5d5', 'b5b4', 'e7c5', 'b5c5', 'b5b3', 'b5a5', 'b5e5', 'c6d5', 'h7h5', 'g7g5']",1
e7c5,e7,c5,b,,0,"['c6e8', 'b6b5', 'd5c5', 'e7c5', 'h7h5', 'e7d8', 'd5d8', 'g7g5', 'h7h6', 'd5d4']",1
f6e5,f6,e5,p,P,0,"['d5d1', 'b6b5', 'f8f7', 'f6f5', 'c6b7', 'g7g5', 'c6a8', 'f8e7', 'c6e8', 'f6e5']",1
c6d5,c6,d5,b,R,0,"['c6d5', 'e6d5', 'e5f4', 'c5d4', 'c5g1', 'c5e7', 'c5b4', 'g7g6', 'c6a8', 'e5e4']",1
d5g2,d5,g2,b,P,0,"['c5g1', 'd5g2', 'c5d4', 'c5d6', 'g7g6', 'g7g5', 'b6b5', 'c5e7', 'f8e8', 'd5a8']",1
f8f7,f8,f7,k,,0,"['f8f7', 'f8e7', 'f8e8']",1
b6c5,b6,c5,p,N,0,"['g2a8', 'b6c5', 'g2b7', 'e6e5', 'g2e4', 'g2f3', 'g2f1', 'g2h3', 'g2c6', 'g2d5']",1
g7g6,g7,g6,p,,0,"['g2f1', 'g7g6', 'g2b7', 'c5c4', 'e6e5', 'g2a8', 'g2c6', 'f7e7', 'f7e8', 'g2d5']",1
f7g7,f7,g7,k,,0,"['g2e4', 'g2a8', 'f7g7', 'g2f1', 'g2b7', 'g2f3', 'g2h1', 'g2d5', 'g2h3', 'e6e5']",1
g7h7,g7,h7,k,B,0,"['g2a8', 'g2f3', 'g2e4', 'g2h1', 'g2b7', 'g2f1', 'g7f6', 'g7h7', 'e6e5', 'g2c6']",1
g6g5,g6,g5,p,,0,"['g6g5', 'h7g8', 'g2b7', 'g2h1', 'h7g7', 'g2f3', 'g2a8', 'g2e4', 'g2f1', 'h7h6']",1
e6e5,e6,e5,p,,0,"['e6e5', 'h7g6', 'g2b7', 'g2a8', 'g2f3', 'g2e4', 'g2f1', 'g2h1', 'h7g7', 'h7g8']",1
e5e4,e5,e4,p,,0,"['h7g7', 'g2a8', 'e5e4', 'h7g8', 'g2h1', 'h7g6', 'h7h8', 'g2h3', 'g2e4', 'g2f1']",1
h7g7,h7,g7,k,,0,"['h7g8', 'h7g6', 'h7g7', 'g2f3', 'g2h1', 'g2f1', 'e4e3', 'g2h3', 'h7h8']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'd8a5', 'c8g4', 'c8f5', 'g8f6', 'g7g6', 'h7h6', 'd8c7', 'a7a6', 'd8d6']",1
g8f6,g8,f6,n,,0,"['c8d7', 'a7a6', 'c8g4', 'b8c6', 'g7g6', 'g8f6', 'e7e6', 'c8f5', 'c8e6', 'd8a5']",1
b8c6,b8,c6,n,,0,"['f6e4', 'b8c6', 'a7a6', 'c8f5', 'h7h6', 'd8a5', 'c8d7', 'e7e6', 'c8e6', 'c8g4']",1
e7e6,e7,e6,p,,0,"['a7a6', 'e7e6', 'c8g4', 'h7h6', 'c8f5', 'f6e4', 'd8b6', 'd8a5', 'g7g6', 'c8d7']",1
f8e7,f8,e7,b,,0,"['h7h6', 'd8a5', 'a7a6', 'd8b6', 'f8d6', 'f8e7', 'c8d7', 'f8b4', 'd8c7', 'd8d6']",1
e8g8,e8,g8,k,,0,"['e8g8', 'd8b6', 'a7a6', 'h7h6', 'c8d7', 'd8c7', 'f6d7', 'd8d6', 'f6g8', 'a8b8']",1
b7c6,b7,c6,p,B,0,"['b7c6', 'h7h6', 'e7b4', 'e7a3', 'd8b6', 'f6e4', 'd8a5', 'f6d7', 'a7a5', 'g7g6']",1
c6c5,c6,c5,p,,0,"['d8c7', 'c6c5', 'c8b7', 'c8d7', 'd8b6', 'e7d6', 'd8e8', 'd8d6', 'f8e8', 'c8a6']",1
d8c7,d8,c7,q,,0,"['d8c7', 'd8d6', 'd8d7', 'd8e8', 'c5d4', 'e7d6', 'e6e5', 'd8b6', 'f6e4', 'c8a6']",1
c7e7,c7,e7,q,N,0,"['c7e7', 'g8h8']",1
e7c5,e7,c5,q,P,0,"['e7c5', 'c8a6', 'h7h6', 'a8b8', 'a7a5', 'f8d8', 'c8b7', 'e7b7', 'c8d7', 'g8h8']",1
g7f6,g7,f6,p,B,0,"['g7f6', 'c8a6', 'h7h6', 'c5c4', 'c8d7', 'a7a6', 'c5a5', 'c5d6', 'h7h5', 'a7a5']",1
g8h8,g8,h8,k,,0,['g8h8'],1
c5e7,c5,e7,q,,0,"['c5e7', 'f6f5', 'h8g7', 'f8g8', 'd5d4', 'h8g8', 'c8b7', 'a7a5', 'c8a6', 'f8e8']",1
f6f5,f6,f5,p,,0,"['c8d7', 'c8a6', 'a7a5', 'f8e8', 'f8d8', 'f6f5', 'a7a6', 'c8b7', 'f8g8', 'h8g8']",1
e7f6,e7,f6,q,,0,"['e7f6', 'e7c5', 'e7d7', 'e7b7', 'c8b7', 'f7f6', 'd5d4', 'f8g8', 'e7e8', 'a7a6']",1
d5d4,d5,d4,p,,0,"['d5d4', 'c8a6', 'f8g8', 'c8b7', 'c8d7', 'f6g7', 'a7a6', 'a7a5', 'f8d8', 'f8e8']",1
f6g6,f6,g6,q,,0,"['f6e7', 'f6d8', 'e6e5', 'f6g7', 'f6g6', 'f6h4', 'a8b8', 'f8g8', 'd4d3', 'a7a5']",1
f7f6,f7,f6,p,,0,"['f7f6', 'g6g7', 'h8g8', 'g6f6']",1
f5e4,f5,e4,p,N,0,"['f5e4', 'e6e5', 'g6g4', 'f5f4', 'c8b7', 'a7a6', 'c8a6', 'a7a5', 'g6g7', 'a8b8']",1
g6f7,g6,f7,q,,0,"['g6f5', 'e6e5', 'g6h5', 'g6e8', 'g6h6', 'g6f7', 'e4e3', 'g6g3', 'c8b7', 'c8d7']",1
a8b8,a8,b8,r,,0,"['c8b7', 'c8d7', 'a8b8', 'c8a6', 'f7b7', 'f7c7', 'f6f5', 'a7a5', 'f7g8', 'e6e5']",1
c8b7,c8,b7,b,,0,"['b8b7', 'a7a6', 'f7e7', 'c8b7', 'f7d7', 'a7a5', 'f8e8', 'c8a6', 'f7b7', 'b8b6']",1
f8g8,f8,g8,r,,0,"['b8c8', 'f8g8', 'e6e5', 'b8d8', 'f8c8', 'a7a6', 'f8d8', 'b7a8', 'f8e8', 'f7e7']",1
b8g8,b8,g8,r,R,0,"['b8g8', 'f7g8', 'h8g8']",1
g8g2,g8,g2,r,P,1,"['f7g7', 'b7g2', 'f7f8', 'b7a8', 'g8g2', 'e6e5', 'a7a6', 'f7h5', 'h7h5', 'a7a5']",1
f7g8,f7,g8,q,,0,"['f7e8', 'b7c6', 'a7a5', 'f7c7', 'h7h6', 'g2g4', 'g2g8', 'f7g8', 'f7e7', 'h7h5']",1
e6e5,e6,e5,p,,0,"['e6e5', 'g2g1', 'h8g7', 'g8f8', 'g8f7', 'a7a6', 'g2g6', 'h7h6', 'g8g6', 'g8g4']",1
g2g1,g2,g1,r,,1,"['g2g1', 'h8g7', 'g8f7', 'g8e8', 'g2g6', 'g8c8', 'g2g7', 'f6f5', 'b7c8', 'a7a5']",1
g8g4,g8,g4,q,,1,"['g8g4', 'g1g6', 'b7f3', 'g1g2', 'g1g7', 'g1g4', 'g1h1', 'g1a1', 'e5e4', 'b7a8']",1
g4d4,g4,d4,q,,1,"['g4f4', 'g1a1', 'g4h4', 'g1g2', 'h8g7', 'b7e4', 'g4f5', 'g4f3', 'g4g2', 'b7c8']",1
e5d4,e5,d4,p,Q,0,"['g1g2', 'g1g8', 'g1g6', 'g1h1', 'a7a5', 'g1g7', 'g1g5', 'g1g4', 'g1d1', 'e5d4']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'g8f6', 'h7h6', 'd8d5', 'a7a5', 'g7g6', 'c8f5', 'e7e6', 'd8c7', 'c8d7']",1
g8f6,g8,f6,n,,0,"['c8d7', 'b8c6', 'c8f5', 'c8g4', 'g8f6', 'g7g6', 'e7e6', 'd8b6', 'a7a6', 'c8e6']",1
c8g4,c8,g4,b,,0,"['a7a6', 'c8g4', 'b8c6', 'h7h6', 'c8f5', 'e7e6', 'g7g6', 'c8d7', 'c8e6', 'h7h5']",1
e7e6,e7,e6,p,,0,"['e7e6', 'b8c6', 'g4f3', 'b8d7', 'g4f5', 'g7g6', 'g4h5', 'g4d7', 'h7h6', 'a7a6']",1
b8c6,b8,c6,n,,0,"['g4f3', 'f8b4', 'b8c6', 'f8d6', 'h7h6', 'd8a5', 'a7a6', 'f8e7', 'b8d7', 'h7h5']",1
f8d6,f8,d6,b,,0,"['f8b4', 'd8b6', 'a8c8', 'g4f3', 'f6h5', 'f8d6', 'f8e7', 'a7a6', 'g4h5', 'd8a5']",1
a8c8,a8,c8,r,,0,"['d6b4', 'a7a6', 'e8g8', 'd6e7', 'h7h6', 'a8c8', 'f6e4', 'd8e7', 'd6b8', 'h7h5']",1
h7h5,h7,h5,p,,0,"['d6e7', 'd6b4', 'a7a6', 'd6g3', 'e8g8', 'g4f3', 'g4f5', 'g4h5', 'h7h5', 'd6f8']",1
g4f3,g4,f3,b,N,0,"['g4f3', 'd6g3', 'f6e4', 'g4f5', 'h5h4', 'd6b4', 'a7a6', 'd8c7', 'd6b8', 'h8h6']",1
d6g3,d6,g3,b,B,0,"['d6g3', 'h5h4', 'c6e7', 'd6b4', 'd6b8', 'd6e7', 'e8g8', 'd6f8', 'd8c7', 'd8d7']",1
d8d6,d8,d6,q,,0,"['d8b6', 'e8g8', 'd8a5', 'c6a5', 'a7a6', 'c6e7', 'e8f8', 'c8c7', 'd8d6', 'b7b6']",1
d6b4,d6,b4,q,,0,"['d6b4', 'c6e7', 'e8f8', 'a7a6', 'e8g8', 'd6c7', 'd6d8', 'g7g6', 'e8d8', 'c8a8']",1
b4d4,b4,d4,q,P,0,"['b4d4', 'b4c4', 'e8f8', 'e8d8', 'c8d8', 'c6d4', 'b4b2', 'e8g8', 'c6e7', 'b4a5']",1
c6d4,c6,d4,n,Q,0,"['c6d4', 'e8g8', 'e6e5', 'e8f8', 'b7b6', 'c8c7', 'c8d8', 'a7a6', 'h5h4', 'c8b8']",1
d4c2,d4,c2,n,P,0,"['d4f3', 'f6g8', 'f6d5', 'd4c2', 'c8c2', 'b7b6', 'h5h4', 'h8h6', 'f6d7', 'b7b5']",1
g7f6,g7,f6,p,N,0,"['g7f6', 'e8f8', 'e8e7', 'e8d8']",1
c2a1,c2,a1,n,R,0,"['c2a1', 'e8e7', 'c2d4', 'e8g8', 'c2b4', 'e8d7', 'c8c3', 'h5h4', 'c8c5', 'h8h6']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']",1
b8d7,b8,d7,n,,0,"['d5e4', 'e7e6', 'b8d7', 'g7g6', 'd8c7', 'h7h5', 'h7h6', 'a7a6', 'c8e6', 'd8b6']",1
d7b6,d7,b6,n,,0,"['d5e4', 'e7e6', 'e7e5', 'd8a5', 'b7b6', 'a7a6', 'g7g6', 'd7b8', 'g8h6', 'h7h5']",1
e7e6,e7,e6,p,,0,"['e7e5', 'd8c7', 'e7e6', 'a7a5', 'd5e4', 'f7f6', 'g7g6', 'g8h6', 'c8e6', 'c8d7']",1
f8d6,f8,d6,b,,0,"['a7a5', 'a7a6', 'b6d7', 'c6c5', 'g7g6', 'g8f6', 'f8e7', 'c8d7', 'd8c7', 'f8b4']",1
d6c7,d6,c7,b,,0,"['d6b4', 'd6f8', 'd6e7', 'd6b8', 'd6c7', 'g8h6', 'g8e7', 'b6a4', 'c6c5', 'd6e5']",1
f7f6,f7,f6,p,,0,"['b6d7', 'a7a6', 'g8e7', 'c8d7', 'h7h5', 'a7a5', 'f7f5', 'g8h6', 'a8b8', 'd8h4']",1
f6e5,f6,e5,p,P,0,"['g7g6', 'd8d7', 'd8e7', 'e8f8', 'f6e5', 'g7g5', 'e8f7', 'g8h6', 'c8d7', 'e8d7']",1
