Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,Top_10_Moves,Is_Capture
d8d5,d8,d5,q,P,0,"['e6d5', 'd8d5', 'f5e3', 'a8c8', 'h7h5', 'h7h6', 'g7g6', 'e4d6', 'e4f6', 'f5e7']",1
d5b3,d5,b3,q,,0,"['e4c3', 'd5b3', 'd5c6', 'd5b7', 'f5e3', 'd5d1', 'd5b5', 'd5a2', 'e4g3', 'f5g3']",1
b3b5,b3,b5,q,,0,"['b3b7', 'b3b5', 'b3c4', 'e4c3', 'b3b8', 'b3a4', 'e4g3', 'f5g3', 'a5a4', 'a8b8']",1
f5d4,f5,d4,n,N,0,"['f5d4', 'b5a6', 'b5b7', 'b5b8', 'b5a4', 'b5e8', 'b5c4', 'e4c3', 'e4g3', 'f5g3']",1
e4c5,e4,c5,n,,0,"['e4c5', 'h7h6', 'b5d5', 'b5b7', 'b5c6', 'a5a4', 'f7f5', 'e4g3', 'b5a4', 'b5c4']",1
b5e2,b5,e2,q,Q,0,"['b5b6', 'a8b8', 'b5e2', 'b5b3', 'f8b8', 'b5c6', 'b5a6', 'c5d3', 'c5b3', 'b5b8']",1
a8c8,a8,c8,r,,0,"['c5b3', 'f8c8', 'c5d3', 'c5d7', 'a8c8', 'c5a4', 'c5b7', 'c5a6', 'f8d8', 'h7h6']",1
c5d3,c5,d3,n,,0,"['c5b3', 'c5d3', 'c5e4', 'c5d7', 'c5a6', 'c5b7', 'c5a4', 'f8d8', 'h7h5', 'g7g5']",1
f8c8,f8,c8,r,R,0,"['f8c8', 'd3c1', 'd3f4', 'd3e1', 'd3b4', 'd3f2', 'd3b2', 'f7f5', 'g7g6', 'd3e5']",1
a5a4,a5,a4,p,,0,"['c8c3', 'a5a4', 'c8c4', 'g7g5', 'c8a8', 'h7h6', 'g7g6', 'd3c1', 'h7h5', 'c8c2']",1
c8c1,c8,c1,r,,0,"['c8c3', 'h7h5', 'h7h6', 'c8c6', 'g7g6', 'g7g5', 'd3b2', 'c8b8', 'g8h8', 'f7f6']",1
d3c1,d3,c1,n,R,0,"['d3c1', 'f7f5', 'h7h6', 'f7f6', 'd3c5', 'g7g6', 'g8f8', 'g7g5', 'h7h5', 'd3f4']",1
g7g6,g7,g6,p,,0,"['f7f5', 'f7f6', 'g7g5', 'c1d3', 'g7g6', 'g8h8', 'c1b3', 'h7h5', 'h7h6', 'c1e2']",1
g8g7,g8,g7,k,,0,"['c1d3', 'g8g7', 'c1b3', 'h7h5', 'h7h6', 'g8h8', 'c1e2', 'f7f5', 'f7f6', 'c1a2']",1
f7f6,f7,f6,p,,0,"['c1b3', 'f7f5', 'f7f6', 'g6g5', 'c1d3', 'h7h5', 'g7h6', 'g7h8', 'h7h6', 'g7g8']",1
g7f6,g7,f6,k,P,0,"['g7f6', 'g7f7', 'g7g8', 'g7h8', 'g7h6']",1
e6e5,e6,e5,p,,0,"['c1b3', 'e6e5', 'f6f7', 'h7h5', 'f6g7', 'c1d3', 'h7h6', 'f6f5', 'g6g5', 'c1e2']",1
f6e5,f6,e5,k,P,0,"['f6e5', 'f6f5', 'f6e6', 'f6f7', 'f6g7', 'f6g5']",1
h7h5,h7,h5,p,,0,"['e5d4', 'e5d5', 'c1d3', 'c1a2', 'h7h5', 'e5f5', 'c1b3', 'e5f6', 'g6g5', 'h7h6']",1
c1d3,c1,d3,n,,0,"['c1d3', 'e5d4', 'e5f5', 'e5d5', 'e5e6', 'e5f6', 'g6g5', 'c1a2', 'c1b3', 'c1e2']",1
e5f5,e5,f5,k,,0,"['e5f5', 'e5d5', 'e5d6', 'e5e6']",1
d3c5,d3,c5,n,,0,"['d3e5', 'd3c1', 'd3c5', 'd3b2', 'f5g4', 'd3f2', 'd3f4', 'd3e1', 'g6g5', 'f5e6']",1
c5e4,c5,e4,n,,0,"['c5b3', 'c5e4', 'c5d7', 'c5a6', 'c5e6', 'c5b7', 'g6g5', 'c5d3', 'f5e6']",1
g6g5,g6,g5,p,,0,"['g6g5', 'e4f6', 'f5e5', 'e4g3', 'e4g5', 'e4f2', 'e4c5', 'e4d6', 'e4d2', 'f5e6']",1
e4g5,e4,g5,n,P,1,"['e4g5', 'e4g3', 'f5e5', 'h5h4', 'f5g5', 'e4c3', 'f5g6', 'e4f6', 'e4d6', 'e4f2']",1
f5g4,f5,g4,k,,0,"['g5f7', 'g5e4', 'g5h7', 'f5g4', 'g5e6', 'f5e6', 'f5e5', 'f5e4', 'f5g6', 'f5f6']",1
g5e4,g5,e4,n,,0,"['g5e6', 'g5f7', 'g5f3', 'h5h4', 'g5e4', 'g4f5', 'g5h7', 'g5h3']",1
e4c3,e4,c3,n,,0,"['e4g3', 'e4d2', 'g4f5', 'e4c3', 'h5h4', 'g4g5', 'e4f6', 'e4c5', 'e4g5', 'e4f2']",1
c3e4,c3,e4,n,,0,"['c3d5', 'g4f5', 'c3e4', 'c3d1', 'h5h4', 'c3b5', 'g4g5', 'c3e2', 'c3a2', 'c3b1']",1
e4c3,e4,c3,n,,0,"['e4d2', 'e4g3', 'e4c5', 'e4c3', 'g4g5', 'e4g5', 'e4f6', 'h5h4', 'g4f5', 'e4f2']",1
c3b5,c3,b5,n,,0,"['c3e2', 'c3a2', 'c3d5', 'c3d1', 'c3e4', 'g4f5', 'h5h4', 'c3b1', 'c3b5', 'g4g5']",1
b5d4,b5,d4,n,,0,"['b5c7', 'b5d4', 'h5h4', 'g4f5', 'g4g5', 'b5a3', 'b5a7', 'b5d6', 'b5c3']",1
d4f5,d4,f5,n,,0,"['d4c2', 'd4f5', 'd4e6', 'g4f5', 'd4c6', 'd4b3', 'd4e2', 'g4g5', 'd4b5', 'h5h4']",1
f5e3,f5,e3,n,,1,"['f5e3', 'f5d4', 'f5h6', 'f5e7', 'f5g3', 'h5h4', 'f5g7', 'g4g5', 'f5h4', 'f5d6']",1
e3d1,e3,d1,n,,1,"['e3c4', 'e3d1', 'e3f5', 'e3c2', 'e3d5', 'h5h4', 'g4f5', 'e3f1', 'e3g2', 'g4g5']",1
d1c3,d1,c3,n,,1,"['d1c3', 'd1b2', 'd1f2', 'h5h4', 'g4h3', 'g4g5', 'g4f5', 'd1e3']",1
c3b1,c3,b1,n,,0,"['c3b5', 'c3b1', 'c3d5', 'c3d1', 'h5h4', 'c3a2', 'c3e2', 'c3e4', 'g4g5', 'g4h3']",1
g4f3,g4,f3,k,,0,"['b1a3', 'g4f3', 'g4f5', 'g4h3', 'g4g5', 'b1d2', 'h5h4', 'b1c3']",1
b1a3,b1,a3,n,P,1,"['b1a3', 'h5h4', 'f3g2', 'f3g4', 'f3e2', 'f3e3', 'f3f2', 'f3e4', 'b1d2', 'b1c3']",1
f3g3,f3,g3,k,P,0,"['f3g3', 'f3e2', 'f3f2', 'f3g4', 'f3g2', 'f3e3', 'f3e4', 'h5h4']",1
g3g2,g3,g2,k,,0,"['g3f3', 'g3g2', 'g3g4', 'g3f2', 'g3h4', 'g3h3']",1
h5h4,h5,h4,p,,0,"['h5h4', 'g2h3', 'g2h1', 'g2f3', 'g2f1', 'g2f2', 'g2g1', 'a4a3']",1
h4h3,h4,h3,p,,0,"['h4h3', 'a4a3', 'g2f3', 'g2f1', 'g2f2', 'g2h3', 'g2g1', 'g2h1']",1
a4a3,a4,a3,p,,0,"['h3h2', 'g2g1', 'a4a3', 'g2f3', 'g2f2', 'g2f1', 'g2h1']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']",1
g8f6,g8,f6,n,,0,"['e7e6', 'e7e5', 'a7a6', 'a7a5', 'g8f6', 'g7g6', 'c8e6', 'h7h5', 'h7h6', 'c8f5']",1
c8g4,c8,g4,b,,0,"['d5c4', 'd8b6', 'g7g6', 'c8e6', 'e7e6', 'c8f5', 'd8a5', 'c8g4', 'f6e4', 'b8d7']",1
g4d1,g4,d1,b,Q,0,"['e7e5', 'g4d1', 'g7g5', 'd5c4', 'g4f5', 'b8d7', 'g4c8', 'a7a5', 'h7h6', 'g4d7']",1
e7e6,e7,e6,p,,0,"['e7e6', 'b8a6', 'b7b5', 'e7e5', 'f6e4', 'a7a6', 'f6g4', 'd8a5', 'g7g5', 'b7b6']",1
f8d6,f8,d6,b,,0,"['b8a6', 'e6e5', 'f6d7', 'f8b4', 'd8b6', 'b8d7', 'b7b5', 'h7h5', 'f6e4', 'd8a5']",1
d6e5,d6,e5,b,B,0,"['d6e5', 'd6b4', 'd6f8', 'd6c7', 'd6e7', 'h7h5', 'a7a6', 'h8g8', 'g7g5', 'a7a5']",1
b8d7,b8,d7,n,,0,"['a7a5', 'd8a5', 'a7a6', 'h8f8', 'd8b6', 'e8g8', 'd8e7', 'd8c7', 'h7h6', 'b7b6']",1
e8g8,e8,g8,k,,0,"['d5c4', 'h7h6', 'd8c8', 'e8g8', 'd8b8', 'b7b5', 'e6e5', 'd7b6', 'h7h5', 'a7a5']",1
f6g4,f6,g4,n,,0,"['d7b6', 'd7b8', 'g7g6', 'd8a5', 'b7b6', 'f8e8', 'g7g5', 'c6c5', 'g8h8', 'a8c8']",1
g4f6,g4,f6,n,,0,"['g4f6', 'g4h6', 'g4f2', 'd5c4', 'g4e3', 'd7c5', 'g4h2', 'd7e5', 'g4e5', 'e6e5']",1
f8e8,f8,e8,r,,0,"['d7b6', 'g8h8', 'g7g5', 'a7a6', 'g7g6', 'f6e8', 'f6h5', 'a8b8', 'd8c8', 'd8b8']",1
e6d5,e6,d5,p,P,0,"['e6d5', 'a8b8', 'd8a5', 'a8c8', 'g7g6', 'e8f8', 'a7a6', 'd7f8', 'g8f8', 'd7b6']",1
d7f8,d7,f8,n,,0,"['g8h8', 'b7b5', 'g7g6', 'f6h5', 'a7a5', 'c6c5', 'd7f8', 'h7h5', 'h7h6', 'd7b6']",1
f8g6,f8,g6,n,,0,"['f6h5', 'f8d7', 'a7a5', 'd8c8', 'a7a6', 'c6c5', 'a8b8', 'g8h8', 'a8c8', 'h7h5']",1
d8e7,d8,e7,q,,0,"['g6f8', 'f6h5', 'g6h8', 'd8c8', 'g8h8', 'e8f8', 'a8b8', 'f6e4', 'e8e4', 'b7b6']",1
a7a6,a7,a6,p,,0,"['g6f8', 'g8h8', 'e7f8', 'g6h8', 'f6e4', 'e7a3', 'f6h5', 'c6b5', 'a7a6', 'e7c7']",1
b7a6,b7,a6,p,P,0,"['b7b6', 'g6f8', 'g8f8', 'g8h8', 'a8c8', 'g6h8', 'f6h5', 'a8a7', 'a8b8', 'e8b8']",1
a8b8,a8,b8,r,,0,"['g6f8', 'g6h8', 'f6h5', 'e8c8', 'e7a3', 'e8f8', 'e7d8', 'e7c7', 'e7f8', 'a8b8']",1
b8b3,b8,b3,r,,0,"['g6f8', 'e7a3', 'g8h8', 'b8b5', 'b8b4', 'e7b4', 'f6e4', 'e7c7', 'e7d8', 'f6d7']",1
f6e4,f6,e4,n,,0,"['b3a3', 'e7d8', 'e7b4', 'e8a8', 'h7h6', 'b3b4', 'f6d7', 'f6e4', 'e7f8', 'e8b8']",1
g6e5,g6,e5,n,N,0,"['b3a3', 'g6e5', 'e7e6', 'h7h5', 'g6h4', 'e7d6', 'e4g5', 'h7h6', 'f7f5', 'e7f6']",1
e7e5,e7,e5,q,P,0,"['b3b8', 'h7h5', 'h7h6', 'e8f8', 'e4f2', 'e4g5', 'b3a3', 'e8b8', 'e7f8', 'g7g5']",1
b3a3,b3,a3,r,,0,"['b3d3', 'g7g6', 'e4c3', 'e4f2', 'e4f6', 'e4d6', 'e8a8', 'b3a3', 'e5c7', 'b3b4']",1
e5e4,e5,e4,q,B,0,"['e8a8', 'h7h6', 'e5d6', 'g8h8', 'e8b8', 'g7g6', 'e5c7', 'h7h5', 'a3a2', 'a3a4']",1
e4g6,e4,g6,q,,0,"['e4c4', 'e4c2', 'e4e7', 'e4h4', 'e4b4', 'e4e5', 'e4g6', 'e4f5', 'a3a5', 'g8f8']",1
g6d6,g6,d6,q,,0,"['g8h8', 'f7f5', 'a3a5', 'a3a2', 'e8b8', 'd5d4', 'f7f6', 'g6h6', 'g6h5', 'g6c2']",1
d6c7,d6,c7,q,,0,"['d6e5', 'd6f6', 'd6b4', 'd6c7', 'd6f8', 'd6b8', 'd6d7', 'd6e6', 'd6e7', 'd6g6']",1
a3a6,a3,a6,r,P,0,"['g8h8', 'a3a4', 'd5d4', 'e8a8', 'e8c8', 'a3a6', 'a3b3', 'c7b6', 'c7e7', 'f7f6']",1
a6a2,a6,a2,r,,0,"['a6a5', 'c7b6', 'a6b6', 'e8a8', 'a6a2', 'a6a7', 'a6a3', 'a6a8', 'c7c8', 'c7a7']",1
h7h5,h7,h5,p,,0,"['c7b8', 'a2f2', 'e8a8', 'h7h6', 'c7d6', 'e8e4', 'a2a5', 'e8e3', 'c7b7', 'c7b6']",1
d5d4,d5,d4,p,,0,"['a2f2', 'd5d4', 'g7g6', 'e8e5', 'c7d7', 'a2b2', 'c7c8', 'h5h4', 'c7e7', 'e8e3']",1
d4e3,d4,e3,p,P,0,"['c7d8', 'c7e7', 'e8e5', 'c6c5', 'c7a5', 'c7a7', 'e8e3', 'd4e3', 'a2a5', 'd4d3']",1
e8e3,e8,e3,r,P,0,"['c7e7', 'c7e5', 'a2g2', 'c7d6', 'e8e3', 'c7b6', 'e8e4', 'e8e5', 'g8f8', 'c6c5']",1
e3e2,e3,e2,r,,0,"['e3f3', 'a2g2', 'c7e5', 'e3e2', 'e3e4', 'c7b6', 'e3e5', 'c7a5', 'e3e6', 'c7e7']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'a7a6', 'c6c5', 'd7d6', 'g7g6', 'e7e5', 'e7e6', 'b7b6', 'h7h5']",1
c6d5,c6,d5,p,P,0,"['g8f6', 'c6d5', 'f7f5', 'a7a6', 'g7g6', 'h7h6', 'd8b6', 'd8a5', 'c8d7', 'a7a5']",1
d8d5,d8,d5,q,P,0,"['g8f6', 'a7a6', 'd8d5', 'b8d7', 'g7g6', 'e7e5', 'd8c7', 'g8h6', 'e7e6', 'd8d6']",1
g8f6,g8,f6,n,,0,"['d5a5', 'd5d7', 'd5f5', 'd5d6', 'd5e5', 'd5e6', 'd5d8', 'd5d4', 'd5c6', 'c8e6']",1
d5d8,d5,d8,q,,0,"['d5a5', 'd5d8', 'd5d7', 'd5c5', 'd5h5', 'd5d6', 'd5e6', 'd5c6', 'c8d7', 'b8c6']",1
c8g4,c8,g4,b,,0,"['e7e6', 'b8c6', 'a7a6', 'h7h6', 'g7g6', 'a7a5', 'b8d7', 'c8d7', 'f6g4', 'h7h5']",1
e7e6,e7,e6,p,,0,"['e7e6', 'd8c7', 'd8b6', 'g4h5', 'd8d6', 'd8c8', 'd8a5', 'd8d7', 'g4e6', 'g4f3']",1
b8d7,b8,d7,n,,0,"['b8d7', 'g4f3', 'f8e7', 'f8b4', 'f8d6', 'g4h3', 'f8a3', 'd8b6', 'b8a6', 'a7a6']",1
f8e7,f8,e7,b,,0,"['a7a6', 'f8c5', 'f8d6', 'f8e7', 'a8b8', 'g4f3', 'a8c8', 'g4f5', 'd8b8', 'e6e5']",1
f6d7,f6,d7,n,B,0,"['f6d7', 'e8f8', 'd8d7']",1
e8g8,e8,g8,k,,0,"['a8b8', 'd8c8', 'd7c5', 'a7a6', 'e7c5', 'd8b8', 'e8g8', 'e6e5', 'g4h5', 'e7d6']",1
d8e8,d8,e8,q,,0,"['d8e8', 'g4f3', 'e6e5', 'e7f6', 'a8b8', 'a8c8', 'e7d6', 'g4f5', 'h7h6', 'g4h5']",1
e8e7,e8,e7,q,N,0,"['e8e7', 'g8h8']",1
f8b8,f8,b8,r,,0,"['h7h6', 'g4h5', 'e6e5', 'f8c8', 'a7a6', 'f7f5', 'e7d8', 'g4f5', 'a8d8', 'h7h5']",1
g4f5,g4,f5,b,,0,"['g4f5', 'e7b4', 'g4h5', 'e7g5', 'e7h4', 'd7f6', 'h7h5', 'f7f5', 'g4h3', 'g8f8']",1
d7e5,d7,e5,n,,0,"['d7e5', 'd7c5', 'e7d6', 'e7c5', 'e7b4', 'e7h4', 'e7f6', 'd7f8', 'b8d8', 'e7g5']",1
e5g6,e5,g6,n,,0,"['e5d3', 'e7f6', 'f7f6', 'e5c6', 'e5g6', 'e5d7', 'e5g4', 'f5d3', 'e7d6', 'b8b5']",1
b8b4,b8,b4,r,,0,"['b8d8', 'b8b4', 'e7d8', 'b8f8', 'e6e5', 'e7b4', 'e7c5', 'e7d7', 'e7h4', 'e7f6']",1
b4g4,b4,g4,r,,0,"['b4e4', 'b4f4', 'b4g4', 'b4h4', 'b4d4', 'b4b3', 'b4b7', 'b4c4', 'b4b6', 'b4b8']",1
g6h4,g6,h4,n,,0,"['a8c8', 'a8d8', 'a8b8', 'a8e8', 'e7e8', 'a8f8', 'e7f8', 'e7d8', 'g4g2', 'g6h4']",1
e7f8,e7,f8,q,,0,"['e7f8', 'e7d8', 'e7e8']",1
g8f8,g8,f8,k,Q,0,['g8f8'],1
a7a5,a7,a5,p,,0,"['g4e4', 'f5d3', 'h4f3', 'g4d4', 'h7h5', 'e6e5', 'g4f4', 'h4g6', 'g4c4', 'f5e4']",1
g4g6,g4,g6,r,,0,"['g4c4', 'g4g6', 'h4f3', 'g4d4', 'f5d3', 'g4f4', 'g4b4', 'g4a4', 'g7g5', 'g4g5']",1
h7h5,h7,h5,p,,0,"['f5h3', 'f5d3', 'f8e7', 'h4f3', 'g6g3', 'e6e5', 'h7h6', 'f5g4', 'f8e8', 'f8g8']",1
f5d3,f5,d3,b,,0,"['e6e5', 'h4f3', 'f8g8', 'f5d3', 'f5h3', 'h4g2', 'g6g3', 'f5g4', 'a5a4', 'f8e8']",1
f7f6,f7,f6,p,,0,"['h4f5', 'f8e7', 'h4f3', 'e6e5', 'g6g3', 'h4g2', 'f8g8', 'f8e8', 'd3e2', 'd3c4']",1
d3a6,d3,a6,b,,0,"['d3a6', 'e6e5', 'h4f3', 'f8g8', 'd3e2', 'h4f5', 'f8e8', 'h4g2', 'd3c2', 'f8f7']",1
e6e5,e6,e5,p,,0,"['e6e5', 'h4f3', 'a5a4', 'h4g2', 'a6c4', 'f8e7', 'g6g3', 'f8e8', 'g6g5', 'a6e2']",1
f8e8,f8,e8,k,,0,"['a6b7', 'h4f3', 'e5e4', 'a6c4', 'h4g2', 'f8g8', 'a6c8', 'a6b5', 'g6g4', 'g6g5']",1
e8d8,e8,d8,k,,0,"['e8d8', 'e8e7', 'e8f8', 'e8f7']",1
h4f5,h4,f5,n,,0,"['f6f5', 'h4f3', 'g6g3', 'a6d3', 'a6b7', 'e5e4', 'a6c4', 'h4f5', 'a5a4', 'g6g5']",1
d8e7,d8,e7,k,,0,['d8e7'],1
e7e6,e7,e6,k,,0,"['e7f7', 'e7e6']",1
f5e7,f5,e7,n,,0,['f5e7'],1
c7c5,c7,c5,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
g8f6,g8,f6,n,,0,"['c5d4', 'g8f6', 'e7e6', 'd7d5', 'g7g6', 'b7b6', 'd8a5', 'd7d6', 'h7h5', 'a7a6']",1
b8c6,b8,c6,n,,0,"['g7g6', 'e7e6', 'c5d4', 'd7d5', 'b7b6', 'a7a6', 'd7d6', 'h7h6', 'a7a5', 'd8a5']",1
c5d4,c5,d4,p,P,0,"['d7d5', 'e7e6', 'c5d4', 'd8a5', 'c6b4', 'd8c7', 'a7a5', 'g7g6', 'f6d5', 'c6b8']",1
e7e6,e7,e6,p,,0,"['d7d5', 'g7g6', 'd8b6', 'd7d6', 'a7a6', 'e7e6', 'd8a5', 'd8c7', 'c6a5', 'a8b8']",1
d7d5,d7,d5,p,,0,"['f8b4', 'b7b6', 'b7b5', 'h7h6', 'f8e7', 'h7h5', 'd7d6', 'a7a5', 'g7g6', 'c6e7']",1
f8d6,f8,d6,b,,0,"['h7h6', 'c8d7', 'f8e7', 'f8d6', 'a7a6', 'b7b6', 'd8c7', 'a7a5', 'b7b5', 'c6b8']",1
h7h5,h7,h5,p,,0,"['b7b5', 'b7b6', 'e8g8', 'c6e7', 'c8d7', 'a7a5', 'd6b8', 'a7a6', 'h7h6', 'd8c7']",1
h5h4,h5,h4,p,,0,"['c8d7', 'b7b5', 'e8g8', 'a8b8', 'd6b4', 'd6f8', 'd6e7', 'a7a6', 'e8e7', 'd8c7']",1
h8h4,h8,h4,r,N,0,"['g7g5', 'f6e4', 'd8c7', 'b7b5', 'e8g8', 'e8f8', 'c8d7', 'd8b6', 'd6c7', 'd8e7']",1
c8d7,c8,d7,b,,0,"['d8c7', 'f6d7', 'e8f8', 'f6g8', 'd6c7', 'c6e7', 'c8d7', 'a7a6', 'd6f4', 'b7b5']",1
d8c7,d8,c7,q,,0,"['d8c7', 'c6e7', 'd8e7', 'd8b8', 'd8b6', 'b7b5', 'a7a6', 'e8e7', 'a8c8', 'd8a5']",1
e8c8,e8,c8,k,,0,"['c6e7', 'c6b4', 'e8f8', 'a7a6', 'd6f4', 'b7b5', 'b7b6', 'c7d8', 'e8e7', 'e8d8']",1
d8g8,d8,g8,r,,0,"['c6b4', 'd8h8', 'd6f4', 'c8b8', 'd7e8', 'd6h2', 'c6e7', 'g7g6', 'd8g8', 'e6e5']",1
g8h8,g8,h8,r,,0,"['g7g5', 'g8h8', 'd6h2', 'd6f4', 'a7a6', 'c8b8', 'g8d8', 'd6b4', 'f6h7', 'c7d8']",1
f6e4,f6,e4,n,,0,"['c8b8', 'h8h6', 'h8h5', 'a7a6', 'd6f4', 'd7e8', 'h8d8', 'a7a5', 'f6h5', 'c7b8']",1
e6d5,e6,d5,p,P,0,"['e6d5', 'g7g5', 'd6f4', 'c8b8', 'c6d8', 'c6e7', 'c6b4', 'h8h4', 'f7f6', 'd6h2']",1
f7f6,f7,f6,p,,0,"['h8h4', 'f7f6', 'd7e6', 'g7g5', 'a7a6', 'c8b8', 'd7f5', 'e4f6', 'h8h7', 'g7g6']",1
h8h4,h8,h4,r,P,0,"['d6h2', 'h8h4', 'h8h7', 'h8g8', 'h8e8', 'c8b8', 'h8f8', 'h8h6', 'g7g5', 'd7e6']",1
c7d6,c7,d6,q,N,0,"['c7d6', 'e4d6', 'c8b8', 'c8d8']",1
d5e4,d5,e4,p,B,0,"['d5e4', 'h4h3', 'h4e4', 'd7h3', 'c8b8', 'd6f4', 'd7g4', 'g7g5', 'g7g6', 'c8c7']",1
h4h3,h4,h3,r,P,0,"['h4h3', 'd7h3', 'd7g4', 'd6f4', 'd6b8', 'e4e3', 'd6e7', 'd6f8', 'd6c7', 'd6b4']",1
e4f3,e4,f3,p,,0,"['e4f3', 'h3d3', 'h3g3', 'f6f5', 'g7g5', 'd7f5', 'd6e7', 'c8b8', 'c8d8', 'e4e3']",1
d6g3,d6,g3,q,,1,"['d6g3', 'h3g3', 'd6f4', 'c8b8', 'd7g4', 'd7f5', 'd6c7', 'b7b6', 'c8c7', 'd7e8']",1
h3h1,h3,h1,r,,1,"['h3h1', 'b7b5', 'c8b8', 'd7g4', 'g7g5', 'd7f5', 'a7a5', 'a7a6', 'g7g6', 'g3f4']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']",1
d5e4,d5,e4,p,P,0,"['d5e4', 'g7g6', 'g8f6', 'a7a6', 'd8c7', 'h7h6', 'e7e6', 'd8a5', 'c6c5', 'g8h6']",1
g8f6,g8,f6,n,,0,"['c8f5', 'a7a5', 'g8f6', 'h7h6', 'a7a6', 'd8b6', 'g7g6', 'b8d7', 'c8e6', 'e7e5']",1
c8g4,c8,g4,b,,0,"['e7e5', 'h7h5', 'c6c5', 'c8g4', 'g7g6', 'e7e6', 'b8d7', 'd8c7', 'h7h6', 'c8e6']",1
g4e2,g4,e2,b,B,0,"['g4d7', 'g4c8', 'g4e2', 'd8d7', 'd8a5', 'h7h5', 'd8c8', 'e7e6', 'g4e6', 'g4f5']",1
e7e6,e7,e6,p,,0,"['g7g6', 'h7h5', 'b8d7', 'd8a5', 'h7h6', 'e7e6', 'd8b6', 'b8a6', 'a7a5', 'd8d7']",1
f8d6,f8,d6,b,,0,"['h7h5', 'f8e7', 'a7a5', 'd8d7', 'f6g4', 'c6c5', 'b8d7', 'b7b6', 'd8c7', 'b8a6']",1
e8g8,e8,g8,k,,0,"['d6f4', 'e8g8', 'a7a5', 'd6c7', 'd6b4', 'h7h5', 'd6f8', 'b8a6', 'h7h6', 'a7a6']",1
d8d6,d8,d6,q,B,0,"['d8d6', 'h7h5', 'f6g4', 'f6e4', 'b8d7', 'f6h5', 'd8b6', 'b8a6', 'g8h8', 'b7b5']",1
b8d7,b8,d7,n,,0,"['c6c5', 'f8e8', 'f8d8', 'd6c7', 'h7h6', 'g7g6', 'f8c8', 'b7b6', 'h7h5', 'a7a5']",1
d7b6,d7,b6,n,,0,"['c6c5', 'b7b5', 'a7a5', 'a8c8', 'f8d8', 'f8c8', 'a8d8', 'h7h6', 'd6b8', 'a7a6']",1
b6d5,b6,d5,n,,0,"['c6c5', 'f8d8', 'b6d7', 'a8d8', 'b6d5', 'h7h6', 'f8c8', 'a8c8', 'd6e7', 'b6c8']",1
d5e7,d5,e7,n,,0,"['d6b4', 'd5e7', 'd5b6', 'd5b4', 'd5c7', 'a8c8', 'c6c5', 'd6e7', 'a8d8', 'd6g3']",1
a8d8,a8,d8,r,,0,"['a8c8', 'b7b6', 'b7b5', 'e7g6', 'f8b8', 'f8c8', 'f8d8', 'h7h6', 'a8b8', 'd6c7']",1
d6c7,d6,c7,q,,0,"['d8d7', 'h7h5', 'c6c5', 'd6c7', 'a7a6', 'b7b5', 'e7f5', 'b7b6', 'd8c8', 'd8a8']",1
d8d7,d8,d7,r,,0,"['d8d7', 'e7g6', 'f8e8', 'a7a5', 'h7h5', 'h7h6', 'f6d7', 'a7a6', 'c6c5', 'e7f5']",1
f8d8,f8,d8,r,,0,"['b7b5', 'c7a5', 'h7h6', 'c7c8', 'a7a6', 'f8d8', 'b7b6', 'c7d6', 'f8b8', 'f8c8']",1
e7g6,e7,g6,n,,0,"['c7a5', 'b7b6', 'c7b8', 'g8h8', 'h7h6', 'e7g6', 'e7f5', 'c7c8', 'f6e8', 'd8e8']",1
c7f4,c7,f4,q,,0,"['e6e5', 'c6c5', 'c7a5', 'c7f4', 'a7a6', 'b7b6', 'h7h6', 'c7b8', 'g6f8', 'a7a5']",1
f4e3,f4,e3,q,Q,0,"['g8h8', 'f4e3', 'h7h6', 'f6e8', 'b7b6', 'h7h5', 'f4h4', 'a7a6', 'e6e5', 'c6c5']",1
g6h4,g6,h4,n,,0,"['g6f8', 'h7h6', 'b7b6', 'h7h5', 'e6e5', 'c6c5', 'g8f8', 'g8h8', 'd8e8', 'd7d6']",1
f6e4,f6,e4,n,N,0,"['f6e4', 'f6e8', 'g8h8', 'g8f8', 'd7e7', 'h4f5', 'd8b8', 'd8f8', 'h7h6', 'h4g6']",1
