Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,FEN,Top_10_Moves
g7g6,g7,g6,p,,False,8/1p1r2pp/p1nPkp2/4p3/1P2K1PP/P3P3/3R4/3R4 b - - 0 36,"['c6a7', 'c6b8', 'g7g6', 'h7h5', 'g7g5', 'a6a5', 'e6f7', 'h7h6', 'd7d8', 'b7b5']"
f6f5,f6,f5,p,,True,8/1p1r3p/p1nPkpp1/4p2P/1P2K1P1/P3P3/3R4/3R4 b - - 0 37,"['g6h5', 'f6f5', 'c6a7', 'a6a5', 'c6d8', 'c6b8', 'b7b6', 'b7b5', 'e6f7', 'd7d8']"
c6d8,c6,d8,n,,False,8/1p1r3p/p1nPk1p1/4pp1P/1P4P1/P3PK2/3R4/3R4 b - - 1 38,"['f5g4', 'c6a7', 'e5e4', 'a6a5', 'b7b6', 'b7b5', 'e6f6', 'e6f7', 'c6d8', 'f5f4']"
d8f7,d8,f7,n,,False,3n4/1p1r3p/p2Pk1p1/4pp1P/1P4P1/P3PK2/3R4/2R5 b - - 3 39,"['f5g4', 'd8f7', 'd8c6', 'b7b6', 'd7g7', 'e5e4', 'd7f7', 'a6a5', 'e6f6', 'b7b5']"
f7d6,f7,d6,n,P,False,8/1pRr1n1p/p2Pk1p1/4pp1P/1P4P1/P3PK2/3R4/8 b - - 5 40,"['f5g4', 'f7g5', 'f7d6', 'b7b6', 'b7b5', 'e5e4', 'd7d8', 'a6a5', 'd7d6', 'f7h6']"
e6d7,e6,d7,k,R,False,8/1p1R3p/p2nk1p1/4pp1P/1P4P1/P3PK2/3R4/8 b - - 0 41,"['f5g4', 'e6d7', 'd6c4', 'd6e4', 'e5e4', 'd6f7', 'd6b5', 'd6e8', 'd6c8', 'e6f6']"
h7g6,h7,g6,p,P,False,8/1p1k3p/p2n2P1/4pp2/1P4P1/P3PK2/3R4/8 b - - 0 42,"['h7g6', 'f5g4', 'e5e4', 'd7e6', 'd7e7', 'd7c6', 'h7h6', 'h7h5', 'd7c7', 'd7c8']"
g6f5,g6,f5,p,P,False,8/1p1k4/p2n2p1/4pP2/1P6/P3PK2/3R4/8 b - - 0 43,"['g6f5', 'e5e4', 'g6g5', 'd7e7', 'b7b5', 'a6a5', 'd7e8', 'd7c7', 'd7c6', 'b7b6']"
d7c6,d7,c6,k,,False,8/1p1k4/p2n4/4pp2/1P6/P3PK2/8/3R4 b - - 1 44,"['d7e6', 'b7b6', 'd7c6', 'd7e7', 'b7b5', 'd7c7', 'a6a5', 'e5e4', 'f5f4', 'd7e8']"
c6b6,c6,b6,k,,False,8/1p6/p1kn4/4pp2/1P6/P3PK2/8/2R5 b - - 3 45,"['c6b5', 'c6d7', 'c6d5', 'c6b6', 'd6c4']"
e5e4,e5,e4,p,,True,8/1p6/pk1n4/2R1pp2/1P6/P3PK2/8/8 b - - 5 46,"['a6a5', 'd6f7', 'f5f4', 'd6b5', 'b6a7', 'd6e4', 'e5e4', 'd6e8', 'd6c4', 'd6c8']"
b6a7,b6,a7,k,,False,8/1p6/pk1n4/2R2p2/1P2pK2/P3P3/8/8 b - - 1 47,"['d6b5', 'a6a5', 'b6a7', 'd6f7', 'd6e8', 'd6c4', 'd6c8']"
d6f5,d6,f5,n,R,False,8/kp6/p2n4/5R2/1P2pK2/P3P3/8/8 b - - 0 48,"['d6f5', 'd6c4', 'b7b5', 'd6b5', 'a7a8', 'a7b8', 'b7b6', 'd6c8', 'a7b6', 'd6e8']"
a7b6,a7,b6,k,,False,8/kp6/p7/5K2/1P2p3/P3P3/8/8 b - - 0 49,"['a7b6', 'a6a5', 'a7b8', 'a7a8', 'b7b6', 'b7b5']"
b6b5,b6,b5,k,,False,8/1p6/pk6/8/1P2K3/P3P3/8/8 b - - 0 50,"['b6b5', 'a6a5', 'b6c6', 'b6c7', 'b6a7']"
b5a4,b5,a4,k,,False,8/1p6/p7/1k1K4/1P6/P3P3/8/8 b - - 2 51,"['b5a4', 'a6a5', 'b5b6', 'b7b6']"
a4a3,a4,a3,k,P,False,8/1p6/p7/3K4/kP2P3/P7/8/8 b - - 0 52,"['a4a3', 'b7b6', 'a4b3', 'b7b5', 'a6a5', 'a4b5']"
a3b4,a3,b4,k,P,False,8/1p6/p7/3KP3/1P6/k7/8/8 b - - 0 53,"['a3b4', 'b7b5', 'a3b3', 'a3a4', 'b7b6', 'a3b2', 'a3a2', 'a6a5']"
a6a5,a6,a5,p,,False,8/1p6/p3P3/3K4/1k6/8/8/8 b - - 0 54,"['a6a5', 'b4c3', 'b4a5', 'b4b3', 'b4a3', 'b4a4', 'b7b6', 'b7b5', 'b4b5']"
a5a4,a5,a4,p,,False,8/1p2P3/8/p2K4/1k6/8/8/8 b - - 0 55,"['b4b3', 'b4c3', 'b4a3', 'b4a4', 'b7b5', 'b7b6', 'b4b5', 'a5a4']"
b7b5,b7,b5,p,,False,4Q3/1p6/8/3K4/pk6/8/8/8 b - - 0 56,"['b4b3', 'b4c3', 'b4a3', 'a4a3', 'b7b5', 'b7b6', 'b4a5']"
b4b3,b4,b3,k,,False,8/8/8/1p1K4/pk6/8/8/4Q3 b - - 1 57,"['b4a3', 'b4b3']"
b3a3,b3,a3,k,,False,8/8/8/1p1K4/p7/1k6/8/1Q6 b - - 3 58,"['b3a3', 'b3c3']"
a3a2,a3,a2,k,,False,8/8/8/1Q1K4/p7/k7/8/8 b - - 0 59,['a3a2']
a4a3,a4,a3,p,,False,8/8/8/1Q6/p1K5/8/k7/8 b - - 2 60,"['a2a1', 'a4a3', 'a2a3']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']"
c8f5,c8,f5,b,,False,rnbqkbnr/pp2pppp/2p5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,"['c8f5', 'c6c5', 'c8d7', 'e7e6', 'h7h6', 'g7g6', 'g8h6', 'd8b6', 'a7a5', 'd8c7']"
e7e6,e7,e6,p,,False,rn1qkbnr/pp2pppp/2p5/3pPb2/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 4,"['e7e6', 'f5g6', 'b8d7', 'd8a5', 'h7h6', 'h7h5', 'd8b6', 'a7a5', 'f7f6', 'g8h6']"
f5d3,f5,d3,b,B,False,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 1 5,"['g8e7', 'f5d3', 'f5g6', 'd8d7', 'f8b4', 'd8b6', 'b8a6', 'g8h6', 'g7g6', 'c6c5']"
b8d7,b8,d7,n,,False,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/2NQ4/PPP2PPP/R1B1K1NR b KQkq - 0 6,"['g8e7', 'b8d7', 'c6c5', 'a7a5', 'd8a5', 'a7a6', 'f8b4', 'd8b6', 'f7f6', 'h7h6']"
g8e7,g8,e7,n,,False,r2qkbnr/pp1n1ppp/2p1p3/3pP3/3P4/2NQB3/PPP2PPP/R3K1NR b KQkq - 2 7,"['g8e7', 'd7b6', 'c6c5', 'a8c8', 'f7f6', 'd8b6', 'f8e7', 'f8b4', 'h7h5', 'h7h6']"
e7f5,e7,f5,n,,False,r2qkb1r/pp1nnppp/2p1p3/3pP3/3P4/2NQB3/PPP2PPP/2KR2NR b kq - 4 8,"['e7f5', 'a7a5', 'b7b5', 'c6c5', 'd8c7', 'd8a5', 'h7h6', 'b7b6', 'a8b8', 'd8c8']"
f8e7,f8,e7,b,,False,r2qkb1r/pp1n1ppp/2p1p3/3pPn2/3P1P2/2NQB3/PPP3PP/2KR2NR b kq - 0 9,"['d8h4', 'h7h5', 'a7a5', 'b7b5', 'f5e3', 'g7g6', 'd8b6', 'f8b4', 'a8c8', 'f8e7']"
f5e3,f5,e3,n,B,False,r2qk2r/pp1nbppp/2p1p3/3pPn2/3P1PP1/2NQB3/PPP4P/2KR2NR b kq - 0 10,"['f5e3', 'f5h4', 'f5h6', 'd7c5', 'e7b4', 'd7e5', 'f5d4', 'c6c5', 'f5d6', 'b7b5']"
c6c5,c6,c5,p,,False,r2qk2r/pp1nbppp/2p1p3/3pP3/3P1PP1/2N1Q3/PPP4P/2KR2NR b kq - 0 11,"['g7g5', 'd7b6', 'h7h5', 'b7b5', 'a8c8', 'h8f8', 'a7a6', 'e8g8', 'd8b6', 'd8a5']"
e7c5,e7,c5,b,P,False,r2qk2r/pp1nbppp/4p3/2PpP3/5PP1/2N1Q3/PPP4P/2KR2NR b kq - 0 12,"['d8a5', 'e7c5', 'd8c7', 'e8g8', 'h7h5', 'a8c8', 'g7g6', 'a8b8', 'd8c8', 'a7a6']"
d8a5,d8,a5,q,,False,r2qk2r/pp1n1ppp/4p3/2bpP3/5PP1/2N3Q1/PPP4P/2KR2NR b kq - 1 13,"['d8b6', 'e8g8', 'g7g6', 'h7h5', 'g7g5', 'd8a5', 'a7a5', 'a7a6', 'b7b5', 'a8b8']"
e8g8,e8,g8,k,,False,r3k2r/pp1n1ppp/4p3/q1bpPP2/6P1/2N3Q1/PPP4P/2KR2NR b kq - 0 14,"['d7b6', 'e8g8', 'e8c8', 'd5d4', 'b7b5', 'a8c8', 'h7h5', 'c5b4', 'c5g1', 'h8g8']"
g7f6,g7,f6,p,P,False,r4rk1/pp1n1ppp/4pP2/q1bpP3/6P1/2N3Q1/PPP4P/2KR2NR b - - 0 15,"['g7f6', 'c5b4', 'a5c7', 'd5d4', 'a5b6', 'f8c8', 'c5a3', 'b7b5', 'd7b6', 'f8e8']"
d7f6,d7,f6,n,P,False,r4rk1/pp1n1p1p/4pP2/q1bp4/6P1/2N3Q1/PPP4P/2KR2NR b - - 0 16,"['d7b6', 'd7f6', 'd5d4', 'f8c8', 'a5b6', 'b7b5', 'a8d8', 'a8c8', 'f8d8', 'f8e8']"
f6e4,f6,e4,n,,False,r4rk1/pp3p1p/4pn2/q1bp2P1/8/2N3Q1/PPP4P/2KR2NR b - - 0 17,"['f6e4', 'f6h5', 'f6e8', 'f6d7', 'f6g4', 'c5f2', 'g8h8', 'c5d6', 'c5e3', 'f8c8']"
d5e4,d5,e4,p,N,False,r4rk1/pp3p1p/4p3/q1bp2P1/4N3/6Q1/PPP4P/2KR2NR b - - 0 18,"['d5e4', 'a8c8', 'a5a2', 'c5e3', 'f8c8', 'f8d8', 'a8d8', 'c5b6', 'b7b6', 'a5b6']"
a5a2,a5,a2,q,P,False,r4rk1/pp3p1p/4p3/q1b3P1/4p2P/6Q1/PPP5/2KR2NR b - - 0 19,"['a5a2', 'a8d8', 'f8d8', 'a8c8', 'c5g1', 'a7a6', 'e4e3', 'a8e8', 'f8c8', 'c5b6']"
e4e3,e4,e3,p,,False,r4rk1/pp3p1p/4p3/2b3PP/4p3/6Q1/qPP5/2KR2NR b - - 0 20,"['a2a1', 'a8d8', 'c5e3', 'f8d8', 'a7a5', 'a8c8', 'b7b5', 'e4e3', 'c5e7', 'f8c8']"
a8d8,a8,d8,r,,False,r4rk1/pp3p1p/4p3/2b3PP/8/2P1p1Q1/qP6/2KR2NR b - - 0 21,"['a2a1', 'a8d8', 'f8d8', 'c5a3', 'b7b5', 'a7a5', 'c5e7', 'a8c8', 'a2a4', 'e6e5']"
a2a1,a2,a1,q,,True,3r1rk1/pp3p1p/4p3/2b3PP/8/2P1p1Q1/qP2N3/2KR3R b - - 2 22,"['d8d2', 'b7b5', 'e6e5', 'c5a3', 'a2a1', 'a7a5', 'a2a6', 'c5e7', 'd8d5', 'a2c4']"
a1a4,a1,a4,q,,True,3r1rk1/pp3p1p/4p3/2b3PP/8/2P1p1Q1/1PK1N3/q2R3R b - - 4 23,"['a1a4', 'd8d2', 'a1a6', 'd8d1', 'a1a2', 'a1a5', 'c5d6', 'a1d1', 'c5a3', 'a1b2']"
a4e4,a4,e4,q,,False,3r1rk1/pp3p1p/4p3/2b3PP/q7/2P1p1Q1/1P2N3/2KR3R b - - 6 24,"['b7b5', 'd8d2', 'a4a1', 'a4e4', 'a4a2', 'c5b6', 'a4a6', 'a4a5', 'b7b6', 'e6e5']"
d8d1,d8,d1,r,R,True,3r1rk1/pp3p1p/4p3/2b3PP/4qQ2/2P1p3/1P2N3/2KR3R b - - 8 25,"['e4f5', 'e4f4', 'd8d1', 'f7f5', 'e4g2', 'e4c6', 'd8d4', 'e4g6', 'e4b4', 'e4f3']"
e4f4,e4,f4,q,Q,False,5rk1/pp3p1p/4p3/2b3PP/4qQ2/2P1p3/1P2N3/2KR4 b - - 0 26,"['e4g2', 'e4f4', 'e4f5', 'f7f5', 'e4c6', 'e4g6', 'c5e7', 'h7h6', 'e4a4', 'e4b4']"
f7f6,f7,f6,p,,False,5rk1/pp3p1p/4p3/2b3PP/5N2/2P1p3/1P6/2KR4 b - - 0 27,"['e3e2', 'c5e7', 'f8e8', 'f8c8', 'a7a5', 'h7h6', 'b7b6', 'c5b6', 'e6e5', 'b7b5']"
c5e7,c5,e7,b,,False,5rk1/pp5p/4Np2/2b3PP/8/2P1p3/1P6/2KR4 b - - 0 28,"['e3e2', 'f8c8', 'f8e8', 'f6g5', 'f8f7', 'c5b6', 'h7h6', 'f6f5', 'c5b4', 'a7a6']"
e7f8,e7,f8,b,N,False,5Nk1/pp2b2p/5p2/6PP/8/2P1p3/1P6/2KR4 b - - 0 29,"['e3e2', 'f6f5', 'f6g5', 'e7f8', 'e7d6', 'g8f8', 'g8f7', 'a7a5', 'e7d8', 'a7a6']"
g8f7,g8,f7,k,,False,5bk1/pp5p/5P2/7P/8/2P1p3/1P6/2KR4 b - - 0 30,"['e3e2', 'f8h6', 'g8f7', 'b7b5', 'f8c5', 'b7b6', 'f8d6', 'a7a5', 'a7a6', 'g8h8']"
f8h6,f8,h6,b,,False,5b2/pp3k1p/5P2/7P/8/2P1p3/1P6/2K2R2 b - - 2 31,"['e3e2', 'a7a6', 'a7a5', 'f8h6', 'b7b6', 'b7b5', 'f7e6', 'f8a3', 'f8d6', 'f7g8']"
h6g5,h6,g5,b,,False,8/pp3k1p/5P1b/7P/8/2P1p3/1P6/3K1R2 b - - 4 32,"['a7a6', 'a7a5', 'h6g5', 'f7f8', 'b7b5', 'b7b6', 'e3e2', 'f7e8', 'f7g8', 'h6f8']"
h7h6,h7,h6,p,,False,8/pp3k1p/5P2/6bP/8/2P1p3/1P2K3/5R2 b - - 6 33,"['b7b6', 'a7a6', 'a7a5', 'h7h6', 'f7f8', 'g5h4', 'f7e8', 'g5h6', 'g5f6', 'f7g8']"
b7b5,b7,b5,p,,False,8/pp3k2/5P1p/6bP/1P6/2P1p3/4K3/5R2 b - - 0 34,"['a7a6', 'b7b5', 'b7b6', 'f7e8', 'f7g8', 'g5f6', 'f7f8', 'g5h4', 'a7a5', 'g5f4']"
f7f6,f7,f6,k,P,False,8/p4k2/5P1p/1p4bP/1P6/2P1p3/4K3/R7 b - - 1 35,"['f7f6', 'f7e8', 'g5f4', 'g5f6', 'a7a6', 'f7g8', 'f7e6', 'f7f8', 'g5h4', 'a7a5']"
g5f4,g5,f4,b,,False,8/R7/5k1p/1p4bP/1P6/2P1p3/4K3/8 b - - 0 36,"['f6e6', 'f6f5', 'f6e5', 'g5h4', 'g5f4']"
f4e5,f4,e5,b,,False,8/1R6/5k1p/1p5P/1P3b2/2P1p3/4K3/8 b - - 2 37,"['f6f5', 'f4e5', 'f6g5', 'f6e5', 'f4g5', 'f6e6', 'f4h2', 'f4d6', 'f4g3', 'f4c7']"
e5c3,e5,c3,b,P,False,8/8/5k1p/1R2b2P/1P6/2P1p3/4K3/8 b - - 0 38,"['e5c3', 'e5c7', 'e5g3', 'e5d6', 'f6f5', 'f6e6', 'f6g5', 'e5h2', 'e5f4', 'f6f7']"
c3b2,c3,b2,b,,False,8/8/5k1p/1R5P/1P6/2b1K3/8/8 b - - 0 39,"['f6e7', 'f6e6', 'c3e5', 'c3e1', 'c3a1', 'f6f7', 'c3b2', 'c3b4', 'f6g7', 'c3d4']"
f6e6,f6,e6,k,,False,8/8/5k1p/3R3P/1P6/4K3/1b6/8 b - - 2 40,"['f6e6', 'f6e7', 'b2a3', 'f6g7', 'f6f7', 'b2c3', 'b2c1', 'b2a1', 'b2e5', 'b2d4']"
b2a3,b2,a3,b,,False,8/8/4k2p/3R3P/1P2K3/8/1b6/8 b - - 4 41,"['b2a1', 'b2c3', 'b2a3', 'b2g7', 'b2c1', 'b2f6', 'b2h8', 'e6f6', 'e6f7', 'e6e7']"
a3b2,a3,b2,b,,False,8/8/4k2p/1P1R3P/4K3/b7/8/8 b - - 0 42,"['a3b2', 'a3e7', 'a3d6', 'e6f7', 'e6f6', 'a3f8', 'a3b4', 'a3c1', 'e6e7', 'a3c5']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']"
c6d5,c6,d5,p,P,False,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,"['c6d5', 'g8f6', 'h7h6', 'd8d5', 'a7a5', 'g7g6', 'c8f5', 'e7e6', 'd8c7', 'c8d7']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp2pppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 4,"['c8d7', 'b8c6', 'c8f5', 'c8g4', 'g8f6', 'g7g6', 'e7e6', 'd8b6', 'a7a6', 'c8e6']"
b8c6,b8,c6,n,,False,rnbqkb1r/pp2pppp/5n2/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 3 5,"['b8c6', 'c8g4', 'a7a6', 'c8e6', 'c8d7', 'g7g6', 'h7h6', 'a7a5', 'd8a5', 'f6e4']"
c8g4,c8,g4,b,,False,r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 5 6,"['c8g4', 'g7g6', 'e7e6', 'c6b4', 'h7h6', 'd8b6', 'd8c7', 'c8e6', 'f6e4', 'a8b8']"
e7e6,e7,e6,p,,False,r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 0 7,"['g4h5', 'e7e6', 'd8c7', 'a7a6', 'd8c8', 'd8d6', 'h7h6', 'a8c8', 'd8b6', 'g4f3']"
g4h5,g4,h5,b,,False,r2qkb1r/pp3ppp/2n1pn2/3p4/3P2b1/2PB1N1P/PP3PP1/RNBQ1RK1 b kq - 0 8,"['g4h5', 'g4f3', 'g4f5', 'h7h5', 'f8d6', 'd8c7', 'e6e5', 'f8e7', 'a8c8', 'd8d7']"
f8e7,f8,e7,b,,False,r2qkb1r/pp3ppp/2n1pn2/3p2Bb/3P4/2PB1N1P/PP3PP1/RN1Q1RK1 b kq - 2 9,"['d8b6', 'h5g6', 'd8d7', 'd8d6', 'd8c8', 'f8d6', 'h7h6', 'd8a5', 'h5f3', 'a7a5']"
d8d7,d8,d7,q,,False,r2qk2r/pp2bppp/2n1pn2/3p2Bb/3P4/2PB1N1P/PP1N1PP1/R2Q1RK1 b kq - 4 10,"['f6g8', 'd8c7', 'h5g6', 'a7a6', 'd8c8', 'a8c8', 'f6d7', 'e8g8', 'd8d6', 'a8b8']"
a8c8,a8,c8,r,,False,r3k2r/pp1qbppp/2n1pn2/3p2Bb/3P4/2PB1N1P/PPQN1PP1/R4RK1 b kq - 6 11,"['d7c7', 'h7h6', 'h5g6', 'd7d8', 'a7a6', 'd7c8', 'a8c8', 'e8g8', 'e7d6', 'a8b8']"
h5f3,h5,f3,b,N,False,2r1k2r/pp1qbppp/2n1pn2/3p2Bb/3P4/P1PB1N1P/1PQN1PP1/R4RK1 b k - 0 12,"['d7c7', 'e7d6', 'f6g8', 'b7b6', 'd7d8', 'h5g6', 'e8g8', 'c8c7', 'a7a6', 'e7f8']"
e8g8,e8,g8,k,,False,2r1k2r/pp1qbppp/2n1pn2/3p2B1/3P4/P1PB1N1P/1PQ2PP1/R4RK1 b k - 0 13,"['f6h5', 'h7h6', 'd7c7', 'd7d6', 'a7a6', 'd7d8', 'f6e4', 'c8a8', 'e7f8', 'e8g8']"
e7f6,e7,f6,b,B,False,2r2rk1/pp1qbppp/2n1pB2/3p4/3P4/P1PB1N1P/1PQ2PP1/R4RK1 b - - 0 14,"['e7f6', 'g7f6', 'e7d6', 'h7h6', 'g8h8', 'a7a6', 'b7b6', 'f8e8', 'b7b5', 'c6b4']"
g8h8,g8,h8,k,,False,2r2rk1/pp1q1ppB/2n1pb2/3p4/3P4/P1P2N1P/1PQ2PP1/R4RK1 b - - 0 15,['g8h8']
e6e5,e6,e5,p,,False,2r2r1k/pp1q1pp1/2n1pb2/3p4/3P4/P1PB1N1P/1PQ2PP1/R4RK1 b - - 2 16,"['g7g6', 'd7d6', 'd7d8', 'a7a6', 'd7c7', 'c8c7', 'f8e8', 'f8d8', 'd7e8', 'd7e7']"
f6e5,f6,e5,b,P,False,2r2r1k/pp1q1pp1/2n2b2/3pP3/8/P1PB1N1P/1PQ2PP1/R4RK1 b - - 0 17,"['c6e5', 'f6e5', 'f6e7', 'f6d8', 'f6g5', 'f8g8', 'f6h4', 'd5d4', 'd7h3', 'g7g5']"
c6e5,c6,e5,n,N,False,2r2r1k/pp1q1pp1/2n5/3pN3/8/P1PB3P/1PQ2PP1/R4RK1 b - - 0 18,"['c6e5', 'c6d4', 'd7e7', 'd7h3', 'd7c7', 'd7d6', 'd7d8', 'd7f5', 'c6b4', 'd7e6']"
d7e7,d7,e7,q,,False,2r2r1k/pp1q1pp1/8/3pnB2/8/P1P4P/1PQ2PP1/R4RK1 b - - 1 19,"['d7c6', 'd7e6', 'f8e8', 'h8g8', 'g7g6', 'f8d8', 'c8c6', 'c8c7', 'f7f6', 'a7a5']"
f8c8,f8,c8,r,B,False,2B2r1k/pp2qpp1/8/3pn3/8/P1P4P/1PQ2PP1/R4RK1 b - - 0 20,"['e7d6', 'e5f3', 'f8d8', 'e7g5', 'g7g6', 'f8c8', 'f7f5', 'e7h4', 'd5d4', 'f8e8']"
e7f6,e7,f6,q,,False,2r4k/pp2qpp1/8/3pn3/8/P1P4P/1PQ2PP1/R3R1K1 b - - 1 21,"['d5d4', 'e7d7', 'e7e6', 'c8d8', 'e5f3', 'a7a6', 'g7g6', 'e7f6', 'c8e8', 'e7g5']"
e5g6,e5,g6,n,,False,2r4k/pp3pp1/5q2/3pn3/8/P1P4P/1P2QPP1/R3R1K1 b - - 3 22,"['e5g6', 'e5c4', 'c8c5', 'e5d7', 'c8e8', 'c8d8', 'a7a6', 'e5c6', 'd5d4', 'f6d6']"
g6f4,g6,f4,n,,False,2r4k/pp3pp1/5qn1/3p4/8/P1P4P/1P2QPP1/3RR1K1 b - - 5 23,"['g6f4', 'c8d8', 'h8g8', 'f6c6', 'c8c6', 'f6f5', 'b7b6', 'h8h7', 'c8c7', 'c8b8']"
f6g5,f6,g5,q,,False,2r4k/pp3pp1/5q2/3p4/5n2/P1P2Q1P/1P3PP1/3RR1K1 b - - 7 24,"['b7b5', 'h8h7', 'c8d8', 'h8g8', 'f6f5', 'f6g5', 'c8g8', 'g7g6', 'c8c7', 'c8c4']"
f4e6,f4,e6,n,,False,2r4k/pp3pp1/8/3p2q1/3R1n2/P1P2Q1P/1P3PP1/4R1K1 b - - 9 25,"['f4g2', 'c8c4', 'h8g8', 'g5e5', 'h8h7', 'f7f6', 'g5g2', 'f4e6', 'c8c6', 'f4h5']"
g5d2,g5,d2,q,,False,2r4k/pp3pp1/4n3/3p2q1/6R1/P1P2Q1P/1P3PP1/4R1K1 b - - 11 26,"['g5g4', 'h8g8', 'g5d2', 'g5h5', 'c8c7', 'f7f5', 'g5f6', 'c8c4', 'f7f6', 'c8f8']"
d2b2,d2,b2,q,P,False,2r4k/pp3pp1/4n3/3p4/6R1/P1P1Q2P/1P1q1PP1/4R1K1 b - - 13 27,"['d2b2', 'd2e1', 'd2e3', 'd2c2', 'c8c4', 'd2d3', 'd2c3', 'd2f2', 'h8g8', 'g7g5']"
h8g8,h8,g8,k,,False,2r4k/pp3pp1/4n3/3p4/7R/P1P1Q2P/1q3PP1/4R1K1 b - - 1 28,['h8g8']
c8c3,c8,c3,r,P,False,2r3k1/pp3pp1/4n3/3p4/5P1R/P1P1Q2P/1q4P1/4R1K1 b - - 0 29,"['c8c4', 'b2c3', 'c8c3', 'b2a3', 'a7a5', 'b7b6', 'e6c5', 'e6f8', 'g7g5', 'a7a6']"
c3c2,c3,c2,r,,False,6k1/pp3pp1/4n3/3pQ3/5P1R/P1r4P/1q4P1/4R1K1 b - - 1 30,"['d5d4', 'b2a3', 'b2b6', 'e6f8', 'c3b3', 'e6c7', 'b7b6', 'b2c1', 'b2c2', 'c3c1']"
e6f8,e6,f8,n,,False,1Q4k1/pp3pp1/4n3/3p4/5P1R/P6P/1qr3P1/4R1K1 b - - 3 31,"['e6f8', 'c2c8', 'e6d8']"
g8f8,g8,f8,k,Q,False,5Qk1/pp3pp1/8/3p4/5P1R/P6P/1qr3P1/4R1K1 b - - 0 32,['g8f8']
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']"
d5e4,d5,e4,p,P,False,rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,"['d5d4', 'c8g4', 'd5e4', 'e7e6', 'c8e6', 'g7g6', 'd8a5', 'a7a6', 'h7h6', 'g8f6']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp2pppp/2p5/8/4N3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,"['a7a5', 'c8f5', 'g8f6', 'g7g6', 'a7a6', 'd8c7', 'e7e6', 'h7h5', 'h7h6', 'c8g4']"
e7f6,e7,f6,p,N,False,rnbqkb1r/pp2pppp/2p2N2/8/8/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 5,"['e7f6', 'g7f6']"
f8d6,f8,d6,b,,False,rnbqkb1r/pp3ppp/2p2p2/8/2B5/5N2/PPPP1PPP/R1BQK2R b KQkq - 1 6,"['c6c5', 'f8e7', 'b7b5', 'f8d6', 'a7a5', 'c8e6', 'f8b4', 'd8e7', 'b8a6', 'h7h6']"
